asset_code,serial_number,brand,model,asset_type,category,purchase_date,purchase_price,invoice_number,invoice_date,invoice_url,vendor_name_manual,warranty_months,warranty_expiry,condition,status,capacity_value,capacity_unit,apartment_code,notes
VH-PL-GEN-0018,null,null,Duroflex SNUGGLEPILLOW,Pillow,Soft Furnishing,2025-08-07,200.00,4250444084,2025-08-07,asset-invoices/vista heights/Duro Flex-2.pdf,Duroflex Pvt Ltd,null,null,good,inventory,null,null,null,UNALLOCATED - Duroflex 4250444084. Assign apartment/bed manu
VH-PL-GEN-0017,null,null,Duroflex SNUGGLEPILLOW,Pillow,Soft Furnishing,2025-08-07,200.00,4250444084,2025-08-07,asset-invoices/vista heights/Duro Flex-2.pdf,Duroflex Pvt Ltd,null,null,good,inventory,null,null,null,UNALLOCATED - Duroflex 4250444084. Assign apartment/bed manu
VH-PL-GEN-0016,null,null,Duroflex SNUGGLEPILLOW,Pillow,Soft Furnishing,2025-08-07,200.00,4250444084,2025-08-07,asset-invoices/vista heights/Duro Flex-2.pdf,Duroflex Pvt Ltd,null,null,good,inventory,null,null,null,UNALLOCATED - Duroflex 4250444084. Assign apartment/bed manu
VH-PL-GEN-0003,null,null,Duroflex SNUGGLEPILLOW,Pillow,Soft Furnishing,2025-08-07,200.00,4250444084,2025-08-07,asset-invoices/vista heights/Duro Flex-2.pdf,Duroflex Pvt Ltd,null,null,good,inventory,null,null,null,UNALLOCATED - Duroflex 4250444084. Assign apartment/bed manu
VH-PL-GEN-0020,null,null,Duroflex SNUGGLEPILLOW,Pillow,Soft Furnishing,2025-08-07,200.00,4250444084,2025-08-07,asset-invoices/vista heights/Duro Flex-2.pdf,Duroflex Pvt Ltd,null,null,good,inventory,null,null,null,UNALLOCATED - Duroflex 4250444084. Assign apartment/bed manu
VH-PL-GEN-0004,null,null,Duroflex SNUGGLEPILLOW,Pillow,Soft Furnishing,2025-08-07,200.00,4250444084,2025-08-07,asset-invoices/vista heights/Duro Flex-2.pdf,Duroflex Pvt Ltd,null,null,good,inventory,null,null,null,UNALLOCATED - Duroflex 4250444084. Assign apartment/bed manu
VH-PL-GEN-0005,null,null,Duroflex SNUGGLEPILLOW,Pillow,Soft Furnishing,2025-08-07,200.00,4250444084,2025-08-07,asset-invoices/vista heights/Duro Flex-2.pdf,Duroflex Pvt Ltd,null,null,good,inventory,null,null,null,UNALLOCATED - Duroflex 4250444084. Assign apartment/bed manu
VH-PL-GEN-0006,null,null,Duroflex SNUGGLEPILLOW,Pillow,Soft Furnishing,2025-08-07,200.00,4250444084,2025-08-07,asset-invoices/vista heights/Duro Flex-2.pdf,Duroflex Pvt Ltd,null,null,good,inventory,null,null,null,UNALLOCATED - Duroflex 4250444084. Assign apartment/bed manu
VH-PL-GEN-0007,null,null,Duroflex SNUGGLEPILLOW,Pillow,Soft Furnishing,2025-08-07,200.00,4250444084,2025-08-07,asset-invoices/vista heights/Duro Flex-2.pdf,Duroflex Pvt Ltd,null,null,good,inventory,null,null,null,UNALLOCATED - Duroflex 4250444084. Assign apartment/bed manu
VH-MA-A22-0005,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,good,allocated,null,null,null,null
VH-MA-A11-0001,null,null,Duroflex LIVE2IN1172003600GREYFP Coir,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,new,allocated,null,null,null,null
VH-MA-A11-0002,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,new,allocated,null,null,null,null
VH-MA-A11-0003,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,new,allocated,null,null,null,null
VH-MA-A11-0004,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,new,allocated,null,null,null,null
VH-MA-A11-0005,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,new,allocated,null,null,null,null
VH-MA-B32-0001,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,good,allocated,null,null,null,null
VH-MA-B33-0001,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,new,allocated,null,null,null,null
VH-MA-A12-0001,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,new,allocated,null,null,null,null
VH-MA-A12-0002,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,good,allocated,null,null,null,null
VH-MA-A12-0003,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,new,allocated,null,null,null,null
VH-MA-A12-0004,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,new,allocated,null,null,null,null
VH-MA-A12-0005,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,new,allocated,null,null,null,null
VH-MA-D21-0001,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,good,allocated,null,null,null,null
VH-MA-A22-0001,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,good,allocated,null,null,null,null
VH-MA-A22-0002,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,good,allocated,null,null,null,null
VH-MA-A22-0003,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,good,allocated,null,null,null,null
VH-MA-A22-0004,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,good,allocated,null,null,null,null
VH-MA-B31-0001,null,null,Duroflex Coir Mattress,Mattress,Furniture,2025-08-05,4599.65,4250442001,2025-08-05,asset-invoices/vista heights/Duro Flex-1.pdf,Duroflex Pvt Ltd,null,null,good,allocated,null,null,null,null
VH-SF-A11-0001,null,null,Marvel Sofa,Sofa,Furniture,2025-08-04,7800.00,SF/25-26/72,2025-08-04,null,Smart Furniture,null,null,new,allocated,null,null,null,null
VH-SF-A22-0001,null,null,Marvel Sofa,Sofa,Furniture,2025-08-04,7800.00,SF/25-26/72,2025-08-04,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-SF-A12-0001,null,null,Marvel Sofa,Sofa,Furniture,2025-08-04,7800.00,SF/25-26/72,2025-08-04,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-ST-A11-0002,null,null,Study Table 3x6,Study Table,Furniture,2025-08-02,3150.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-ST-A11-0001,null,null,Study Table 3x6,Study Table,Furniture,2025-08-02,3150.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,new,allocated,null,null,null,null
VH-CO-A12-0003,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-A12-0005,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-ST-A11-0003,null,null,Study Table 3x6,Study Table,Furniture,2025-08-02,3150.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CT-A11-0001,null,null,Center Table,Center Table,Furniture,2025-08-02,1450.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-A22-0001,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CT-A12-0001,null,null,Center Table,Center Table,Furniture,2025-08-02,1450.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A11-0003,null,null,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02,4800.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A11-0002,null,null,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02,4800.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A11-0001,null,null,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02,4800.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-A12-0001,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-A12-0002,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-A12-0004,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-A11-0005,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,new,allocated,null,null,null,null
VH-CO-A11-0004,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,new,allocated,null,null,null,null
VH-CO-A11-0003,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,new,allocated,null,null,null,null
VH-CO-A22-0002,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-A22-0003,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-A22-0004,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-A22-0005,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-ST-A22-0001,null,null,Study Table 3x6,Study Table,Furniture,2025-08-02,3150.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-A11-0002,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,new,allocated,null,null,null,null
VH-CO-A11-0001,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-08-02,6950.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,new,allocated,null,null,null,null
VH-ST-A12-0001,null,null,Study Table 3x6,Study Table,Furniture,2025-08-02,3150.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-ST-A12-0002,null,null,Study Table 3x6,Study Table,Furniture,2025-08-02,3150.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-ST-A12-0003,null,null,Study Table 3x6,Study Table,Furniture,2025-08-02,3150.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-ST-A22-0003,null,null,Study Table 3x6,Study Table,Furniture,2025-08-02,3150.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A22-0005,null,null,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02,4800.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A12-0001,null,null,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02,4800.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A12-0002,null,null,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02,4800.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A12-0003,null,null,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02,4800.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A12-0004,null,null,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02,4800.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A12-0005,null,null,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02,4800.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-ST-A22-0002,null,null,Study Table 3x6,Study Table,Furniture,2025-08-02,3150.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A22-0004,null,null,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02,4800.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A22-0003,null,null,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02,4800.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A22-0002,null,null,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02,4800.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A22-0001,null,null,Single Door Wardrobe,Wardrobe,Furniture,2025-08-02,4800.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CT-A22-0001,null,null,Center Table,Center Table,Furniture,2025-08-02,1450.00,SF/25-26/70,2025-08-02,null,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-RO-A12-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-07-31,7000.00,1365,2025-07-31,null,Adyar Aqua House,null,null,new,allocated,null,null,null,RO New. Bill number available.
VH-RO-A11-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-07-31,7000.00,1364,2025-07-31,null,Adyar Aqua House,12,2026-07-31,new,allocated,null,null,null,RO New. Bill number available.
VH-AC-A12-0003,SEB0A49H681,Hitachi,RAS.B312PCAIBA1,Air Conditioner,Appliances,2025-07-30,31500.00,CI/CAB/536,2025-07-30,asset-invoices/vista heights/AC Purchase.pdf,Cabco Paradise (P) Ltd,null,null,good,allocated,null,null,null,Invoice CI/CAB/536 dated 30/07/2025. 5yr comprehensive warra
VH-AC-A22-0001,null,null,Hitachi AC I/O 1.0T 3FS SENPAI RAS.B312PCAIBA1,Air Conditioner,Appliances,2025-07-30,31500.00,CI/CAB/536,2025-07-30,asset-invoices/vista heights/AC Purchase.pdf,Cabco Paradise (P) Ltd,null,null,good,allocated,null,null,null,Invoice CI/CAB/536 dated 30/07/2025. 5yr comprehensive warra
VH-AC-A11-0003,SEB0AZ52944,Hitachi,RAS.B312PCAIBA1,Air Conditioner,Appliances,2025-07-30,31500.00,CI/CAB/536,2025-07-30,asset-invoices/vista heights/AC Purchase.pdf,Cabco Paradise (P) Ltd,null,null,new,allocated,1.5 Ton / 3517W / 230V,null,null,Invoice CI/CAB/536 dated 30/07/2025. 5yr comprehensive warra
VH-AC-A12-0001,SEA0Q606M31,Hitachi,RAS.B312PCA1BA1,Air Conditioner,Appliances,2025-07-30,31500.00,CI/CAB/536,2025-07-30,asset-invoices/vista heights/AC Purchase.pdf,Cabco Paradise (P) Ltd,null,null,good,allocated,null,null,null,Invoice CI/CAB/536 dated 30/07/2025. 5yr comprehensive warra
VH-AC-A11-0002,SEB0CY98738,Hitachi,RAS.B312PCAIBA1,Air Conditioner,Appliances,2025-07-30,31500.00,CI/CAB/536,2025-07-30,asset-invoices/vista heights/AC Purchase.pdf,Cabco Paradise (P) Ltd,null,null,new,allocated,1.5 Ton / 3517W / 230V,null,null,Invoice CI/CAB/536 dated 30/07/2025. 5yr comprehensive warra
VH-AC-A12-0002,SEB0A74N616,Hitachi,RAS.B312PCAIBA1,Air Conditioner,Appliances,2025-07-30,31500.00,CI/CAB/536,2025-07-30,asset-invoices/vista heights/AC Purchase.pdf,Cabco Paradise (P) Ltd,null,null,good,allocated,null,null,null,Invoice CI/CAB/536 dated 30/07/2025. 5yr comprehensive warra
VH-AC-A11-0001,SEB0C2745U3,Hitachi,RAS.B312PCAIBA1,Air Conditioner,Appliances,2025-07-30,31500.00,CI/CAB/536,2025-07-30,asset-invoices/vista heights/AC Purchase.pdf,Cabco Paradise (P) Ltd,null,null,new,allocated,1.5 Ton / 3517W / 230V,null,null,Invoice CI/CAB/536 dated 30/07/2025. 5yr comprehensive warra
VH-RF-A12-0001,null,Samsung,RR20C1724CU/HL/2025,Refrigerator,Appliances,2025-07-29,15290.00,RSZX-8019,2025-07-29,asset-invoices/vista heights/invoice-78.pdf,Amazon (DAWNTECH ELECTRONICS),null,null,good,allocated,null,null,null,Amazon invoice RSZX-8019.
VH-MW-A11-0001,255PULCTFU02851,Panasonic,NN-SM25JBFDG,Microwave Oven,Appliances,2025-07-29,6289.00,SMAB-87601,2025-07-29,asset-invoices/vista heights/invoice-70.pdf,Amazon,null,null,new,allocated,230V 1250 Watts,null,null,Amazon invoice SMAB-87601.
VH-RF-A11-0001,null,Samsung,RR20C1724CU/HL/2025,Refrigerator,Appliances,2025-07-29,15290.00,RSZX-8016,2025-07-29,asset-invoices/vista heights/invoice-79.pdf,Amazon (DAWNTECH ELECTRONICS),null,null,new,allocated,183 Liters,null,null,Amazon invoice RSZX-8016.
VH-WM-A11-0001,null,Samsung,WA70A4002GS/2025,Washing Machine,Appliances,2025-07-29,15290.00,RSZX-8017,2025-07-29,asset-invoices/vista heights/invoice-74.pdf,Amazon (DAWNTECH ELECTRONICS),null,null,new,allocated,7.0 Kg,null,null,Amazon invoice RSZX-8017. Samsung 7kg Fully-Automatic Top Lo
VH-WM-A12-0001,04KT5PBY401795N,Samsung,WA70A4002GS/2025,Washing Machine,Appliances,2025-07-29,15290.00,RSZX-8018,2025-07-29,asset-invoices/vista heights/invoice-75.pdf,Amazon (DAWNTECH ELECTRONICS),null,null,good,allocated,183-L,null,null,Amazon invoice RSZX-8018. Samsung 7kg Fully-Automatic Top Lo
VH-MW-A22-0001,null,null,Panasonic NN-ST26JMFDG 20L Silver,Microwave Oven,Appliances,2025-07-29,6289.00,SMAB-87599,2025-07-29,asset-invoices/vista heights/invoice-71.pdf,Amazon,null,null,good,allocated,null,null,null,Amazon invoice SMAB-87599.
VH-RF-A22-0001,null,null,Samsung RT20C3X22S8/HL 183L 4★ Digital Inverter,Refrigerator,Appliances,2025-07-29,15290.00,RSZX-8021,2025-07-29,asset-invoices/vista heights/invoice-76.pdf,Amazon (DAWNTECH ELECTRONICS),null,null,good,allocated,null,null,null,Amazon invoice RSZX-8021.
VH-WM-A22-0001,null,null,Samsung WA70A4002GS/TL 7kg Diamond Drum,Washing Machine,Appliances,2025-07-29,15290.00,RSZX-4990,2025-07-29,asset-invoices/vista heights/invoice-80.pdf,Amazon (DAWNTECH ELECTRONICS),null,null,good,allocated,null,null,null,Amazon invoice RSZX-4990. Samsung 7kg Fully-Automatic Top Lo
VH-WM-B13-0001,null,Samsung,WA70A4002GS/2025,Washing Machine,Appliances,2025-07-29,15290.00,RSZX-8020,2025-07-29,asset-invoices/vista heights/invoice-73.pdf,Amazon (DAWNTECH ELECTRONICS),null,null,good,allocated,7Kg /,null,null,Amazon invoice RSZX-8020. Samsung 7kg Fully-Automatic Top Lo
VH-BS-GEN-0001,null,null,Modern Bedside Table 3 Shelves Dark Brown,Bedside Table,Soft Furnishing,2025-07-29,924.66,IN-15512,2025-07-29,asset-invoices/vista heights/invoice-69.pdf,Amazon,null,null,good,inventory,null,null,null,UNALLOCATED - Amazon IN-15512. Bedside table.
VH-MW-B13-0001,256PULCTEU03036,Panasonic,NN-ST26JMFDG,Microwave Oven,Appliances,2025-07-29,6289.00,SMAB-87600,2025-07-29,asset-invoices/vista heights/invoice-72.pdf,Amazon,null,null,good,allocated,1250 W /230 V,null,null,Amazon invoice SMAB-87600.
VH-AL-A11-0001,null,null,null,ACCL Device,Electrical Systems,2025-07-22,8840.00,682,2025-07-22,null,ACCL Vendor,null,null,good,allocated,null,null,null,"ACCL device purchase. Bill 682. Fixing charges ₹1,000 record"
VH-AL-A12-0001,null,null,null,ACCL Device,Electrical Systems,2025-07-22,8840.00,682,2025-07-22,null,ACCL Vendor,null,null,good,allocated,null,null,null,"ACCL device purchase. Bill 682. Fixing charges ₹1,000 record"
VH-AL-A22-0001,null,null,null,ACCL Device,Electrical Systems,2025-07-22,8840.00,682,2025-07-22,null,ACCL Vendor,null,null,good,allocated,null,null,null,"ACCL device purchase. Bill 682. Fixing charges ₹1,000 record"
VH-RO-B33-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-07-16,7000.00,1354,2025-07-16,null,Adyar Aqua House,null,null,good,allocated,null,null,null,RO Replacement. Bill number available.
VH-IS-C11-0001,MB50204B25003063,Judge,Optima Plus,Induction Stove,Appliances,2025-07-03,1890.00,null,2025-07-03,null,Online Purchase (Unknown Vendor),null,null,good,allocated,null,null,null,No invoice available. Recorded from Excel. Requires invoice
VH-CO-B34-0001,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-06-17,5950.00,SF/25-26/25,2025-06-17,asset-invoices/vista heights/Smart Furniture bill.pdf,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-D12-0001,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-06-17,5950.00,SF/25-26/25,2025-06-17,asset-invoices/vista heights/Smart Furniture bill.pdf,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-A24-0001,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-06-17,5950.00,SF/25-26/25,2025-06-17,asset-invoices/vista heights/Smart Furniture bill.pdf,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-C31-0001,null,null,Single Door Wardrobe With Mirror,Wardrobe,Furniture,2025-06-17,4194.92,SF/25-26/25,2025-06-17,asset-invoices/vista heights/Smart Furniture bill.pdf,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A24-0001,null,null,Single Door Wardrobe With Mirror,Wardrobe,Furniture,2025-06-17,4194.92,SF/25-26/25,2025-06-17,asset-invoices/vista heights/Smart Furniture bill.pdf,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-C34-0002,null,null,Single Door Wardrobe With Mirror,Wardrobe,Furniture,2025-06-17,4194.92,SF/25-26/25,2025-06-17,asset-invoices/vista heights/Smart Furniture bill.pdf,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-C34-0001,null,null,Single Door Wardrobe With Mirror,Wardrobe,Furniture,2025-06-17,4194.92,SF/25-26/25,2025-06-17,asset-invoices/vista heights/Smart Furniture bill.pdf,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-WD-A11-0004,null,null,Single Door Wardrobe With Mirror,Wardrobe,Furniture,2025-06-17,4194.92,SF/25-26/25,2025-06-17,asset-invoices/vista heights/Smart Furniture bill.pdf,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-A23-0001,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-06-17,5950.00,SF/25-26/25,2025-06-17,asset-invoices/vista heights/Smart Furniture bill.pdf,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-CO-A24-0002,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-06-17,5950.00,SF/25-26/25,2025-06-17,asset-invoices/vista heights/Smart Furniture bill.pdf,Smart Furniture,null,null,good,allocated,null,null,null,null
VH-RO-A24-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-05-26,7000.00,1316,2025-05-26,null,Adyar Aqua House,null,null,good,allocated,null,null,null,RO Replacement. Bill number available.
VH-IS-D11-0001,LI03235325174,Prestige,PIC 16.0+,Induction Stove,Appliances,2025-05-05,1890.00,null,2025-05-05,null,Online Purchase (Unknown Vendor),null,null,good,allocated,null,null,null,No invoice available. Recorded from Excel. Requires invoice
VH-IS-C43-0001,LI02247943825,Judge,Omega H2a,Induction Stove,Appliances,2025-05-05,1890.00,null,2025-05-05,null,Online Purchase (Unknown Vendor),null,null,good,allocated,null,null,null,No invoice available. Recorded from Excel. Requires invoice
VH-IS-A23-0001,LIH08249127796,Judge,Optima Plus,Induction Stove,Appliances,2025-05-05,1890.00,null,2025-05-05,null,Online Purchase (Unknown Vendor),null,null,good,allocated,null,null,null,No invoice available. Recorded from Excel. Requires invoice
VH-MA-GEN-0030,null,null,Ortho Foam Mattress 72x36x6,Mattress,Furniture,2025-04-16,3813.56,SS/25-26/GST023,2025-04-16,asset-invoices/vista heights/Shifa Stores.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/25-26/GST023.
VH-MA-GEN-0027,null,null,Ortho Foam Mattress 72x36x6,Mattress,Furniture,2025-04-16,3813.56,SS/25-26/GST023,2025-04-16,asset-invoices/vista heights/Shifa Stores.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/25-26/GST023.
VH-MA-GEN-0026,null,null,Ortho Foam Mattress 72x36x6,Mattress,Furniture,2025-04-16,3813.56,SS/25-26/GST023,2025-04-16,asset-invoices/vista heights/Shifa Stores.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/25-26/GST023.
VH-MA-GEN-0028,null,null,Ortho Foam Mattress 72x36x6,Mattress,Furniture,2025-04-16,3813.56,SS/25-26/GST023,2025-04-16,asset-invoices/vista heights/Shifa Stores.pdf,Shifa Stores,null,null,good,inventory,null,null,null,UNALLOCATED - SS/25-26/GST023.
